nomccpp,latitud,longitud,village
CIUDAD DE DIOS,-12.162466049194336,-76.95915222167969,7803
CIUDAD DE DIOS   SECTOR E,-12.161550521850586,-76.9701919555664,7804
CIUDAD DE DIOS  SECTOR E,-12.161550521850586,-76.9701919555664,7805
CIUDAD DE FLORENCIA DE MORA,-8.083611488342285,-79.02937316894531,7806
CIUDAD DE FLORENCIA DE MORA,-8.081581115722656,-79.02268981933594,7807
CIUDAD DE FRIAS,-4.930920600891113,-79.944732666015625,7808
CIUDAD DE FRIAS,-4.934145450592041,-79.94416046142578,7809
CIUDAD DE GROCIO PRADO,-13.40908432006836,-76.164947509765625,7810
CIUDAD DE GROCIO PRADO,-13.410822868347168,-76.155517578125,7811
CIUDAD DE GUADALUPE,-13.99105453491211,-75.77408599853516,7812
CIUDAD DE GUADALUPE,-13.98897933959961,-75.7726821899414,7813
CIUDAD DE GUADALUPE,-13.984702110290527,-75.771728515625,7814
CIUDAD DE HUACHO,-11.103994369506836,-77.60655212402344,7815
CIUDAD DE HUALLANCA,-9.90045166015625,-76.94164276123047,7816
CIUDAD DE HUAMACHUCO,-7.817194938659668,-78.04334259033203,7817
CIUDAD DE HUANCABAMBA,-5.232203483581543,-79.452423095703125,7818
CIUDAD DE HUANCAYO,-12.071603775024414,-75.20903015136719,7819
CIUDAD DE HUANCAYO,-12.073970794677734,-75.20760345458984,7820
CIUDAD DE HUANTA,-12.939478874206543,-74.24604797363281,7821
CIUDAD DE HUARMACA,-5.564755439758301,-79.5235824584961,7822
CIUDAD DE HUMAY,-13.723103523254395,-75.888824462890625,7823
CIUDAD DE ICA,-14.073227882385254,-75.75103759765625,7824
CIUDAD DE ICA,-14.06863021850586,-75.74913787841797,7825
CIUDAD DE ICA,-14.057790756225586,-75.74151611328125,7826
CIUDAD DE ICA,-14.071784019470215,-75.74040985107422,7827
CIUDAD DE ICA,-14.062958717346191,-75.73834228515625,7828
CIUDAD DE ICA,-14.05974292755127,-75.7340316772461,7829
CIUDAD DE ICA,-14.06238842010498,-75.733062744140625,7830
CIUDAD DE ICA,-14.060568809509277,-75.7291030883789,7831
CIUDAD DE ICA,-14.067361831665039,-75.72908782958984,7832
CIUDAD DE ICA,-14.067118644714355,-75.72808837890625,7833
CIUDAD DE ICA,-14.060226440429688,-75.72540283203125,7834
CIUDAD DE ICA,-14.065951347351074,-75.72491455078125,7835
CIUDAD DE ICA,-14.066763877868652,-75.72466278076172,7836
CIUDAD DE ICA,-14.069061279296875,-75.7236099243164,7837
CIUDAD DE ICA,-14.071502685546875,-75.7232666015625,7838
CIUDAD DE JESUS MARIA,-12.075488090515137,-77.03874206542969,7839
CIUDAD DE LA ARENA,-5.3505706787109375,-80.71626281738281,7840
CIUDAD DE LA ARENA,-5.343884468078613,-80.71141815185547,7841
CIUDAD DE LA MATANZA,-5.2134528160095215,-80.08672332763672,7842
CIUDAD DE LA TINGUIA,-14.037113189697266,-75.70838928222656,7843
CIUDAD DE LA TINGUIÑA,-14.046183586120605,-75.72200012207031,7844
CIUDAD DE LA TINGUIÑA,-14.032535552978516,-75.71236419677734,7845
CIUDAD DE LA TINGUIÑA,-14.038251876831055,-75.7086410522461,7846
CIUDAD DE LA TINGUIÑA,-14.03160285949707,-75.70845794677734,7847
CIUDAD DE LA TINGUIÑA,-14.037113189697266,-75.70838928222656,7848
CIUDAD DE LA TINGUIÑA,-14.035648345947266,-75.70746612548828,7849
CIUDAD DE LA TINGUIÑA,-14.041749954223633,-75.70706939697266,7850
CIUDAD DE LA TINGUIÑA,-14.031384468078613,-75.70634460449219,7851
CIUDAD DE LA TINGUIÑA,-14.03550910949707,-75.70531463623047,7852
CIUDAD DE LA TINGUIÑA,-14.031806945800781,-75.69700622558594,7853
CIUDAD DE LA TINGUIÑA,-14.03465461730957,-75.69672393798828,7854
CIUDAD DE LA TINGUIÑA,-14.030070304870605,-75.69660186767578,7855
CIUDAD DE LA VENTA BAJA,-14.289380073547363,-75.67814636230469,7856
CIUDAD DE LIMA,-12.064457893371582,-77.04450988769531,7857
CIUDAD DE LIMA,-12.045751571655273,-77.0250244140625,7858
CIUDAD DE LINCE,-12.084807395935059,-77.03186798095703,7859
CIUDAD DE MAGDALENA DEL MAR,-12.093791007995605,-77.06835174560547,7860
CIUDAD DE MIRAFLORES,-12.129408836364746,-77.02931213378906,7861
CIUDAD DE MONTERO,-4.62785005569458,-79.82353973388672,7862
CIUDAD DE MORALES,-6.478111267089844,-76.386810302734375,7863
CIUDAD DE MORROPON,-5.184414863586426,-79.96820068359375,7864
CIUDAD DE NASCA,-14.834012031555176,-74.94200897216797,7865
CIUDAD DE NASCA,-14.822561264038086,-74.93830871582031,7866
CIUDAD DE NASCA,-14.831729888916016,-74.93157196044922,7867
CIUDAD DE NAZCA,-14.82569694519043,-74.93998718261719,7868
CIUDAD DE NEGRITOS,-4.654390811920166,-81.30389404296875,7869
CIUDAD DE NEGRITOS,-4.65454626083374,-81.30211639404297,7870
CIUDAD DE PACARAN,-12.86501407623291,-76.055419921875,7871
CIUDAD DE PALPA,-14.53284740447998,-75.18891906738281,7872
CIUDAD DE PALPA,-14.538479804992676,-75.18473815917969,7873
CIUDAD DE PARACAS,-13.839177131652832,-76.253662109375,7874
CIUDAD DE PARACAS,-13.831127166748047,-76.2458724975586,7875
CIUDAD DE PARCONA,-14.061761856079102,-75.720062255859375,7876
CIUDAD DE PARCONA,-14.046087265014648,-75.70777893066406,7877
CIUDAD DE PARCONA,-14.049196243286133,-75.7075424194336,7878
CIUDAD DE PARCONA,-14.047547340393066,-75.70694732666016,7879
CIUDAD DE PARCONA,-14.050992012023926,-75.70691680908203,7880
CIUDAD DE PARCONA,-14.046120643615723,-75.70506286621094,7881
CIUDAD DE PARCONA,-14.047423362731934,-75.70231628417969,7882
CIUDAD DE PARCONA,-14.047542572021484,-75.6995849609375,7883
CIUDAD DE PARCONA,-14.048696517944336,-75.69869232177734,7884
CIUDAD DE PARCONA,-14.050106048583984,-75.6949234008789,7885
CIUDAD DE PARCONA,-14.056792259216309,-75.68791198730469,7886
CIUDAD DE PISCO,-13.713846206665039,-76.21965026855469,7887
CIUDAD DE PISCO,-13.708582878112793,-76.21012115478516,7888
CIUDAD DE PISCO,-13.715296745300293,-76.20421600341797,7889
CIUDAD DE PISCO,-13.71641731262207,-76.2027816772461,7890
CIUDAD DE PISCO,-13.714679718017578,-76.200897216796875,7891
CIUDAD DE PIURA,-5.2028703689575195,-80.628448486328125,7892
CIUDAD DE PIURA,-5.190199375152588,-80.62660217285156,7893
CIUDAD DE PUEBLO LIBRE,-12.075096130371094,-77.06278991699219,7894
CIUDAD DE PUEBLO NUEVO,-13.40322494506836,-76.1286392211914,7895
CIUDAD DE PUEBLO NUEVO,-13.410825729370117,-76.12812805175781,7896
CIUDAD DE PUEBLO NUEVO,-13.407341957092285,-76.12657928466797,7897
CIUDAD DE PUEBLO NUEVO,-13.40195083618164,-76.124664306640625,7898
CIUDAD DE PUEBLO NUEVO,-13.402181625366211,-76.123748779296875,7899
CIUDAD DE QUERECOTILLO,-4.840198993682861,-80.64842987060547,7900
CIUDAD DE SAN ANDRES,-13.73779296875,-76.223968505859375,7901
CIUDAD DE SAN ANDRES,-13.735373497009277,-76.22130584716797,7902
CIUDAD DE SAN CLEMENTE,-13.683262825012207,-76.157745361328125,7903
CIUDAD DE SAN CLEMENTE,-13.683125495910645,-76.1568374633789,7904
CIUDAD DE SAN CLEMENTE,-13.671785354614258,-76.15259552001953,7905
CIUDAD DE SAN CLEMENTE,-13.679556846618652,-76.15150451660156,7906
CIUDAD DE SAN CRISTO,-5.493896484375,-80.7420425415039,7907
CIUDAD DE SAN ISIDRO,-12.096833229064941,-77.05094909667969,7908
CIUDAD DE SAN JOSE DE LOS MOLINOS,-13.930685043334961,-75.67091369628906,7909
CIUDAD DE SAN JUAN DE MARCONA,-15.366077423095703,-75.1706771850586,7910
CIUDAD DE SAN JUAN DE MARCONA,-15.369083404541016,-75.16149139404297,7911
CIUDAD DE SAN MIGUEL,-13.704062461853027,-76.15149688720703,7912
CIUDAD DE SAN PEDRO,-13.393171310424805,-76.16459655761719,7913
CIUDAD DE SAN PEDRO,-13.398353576660156,-76.16040802001953,7914
CIUDAD DE SAN PEDRO,-13.399667739868164,-76.15582275390625,7915
CIUDAD DE SAN PEDRO,-13.400503158569336,-76.15141296386719,7916
CIUDAD DE SANTIAGO,-14.192615509033203,-75.71541595458984,7917
CIUDAD DE SECHURA,-5.554891109466553,-80.82441711425781,7918
CIUDAD DE SECHURA,-5.554842472076416,-80.81424713134766,7919
CIUDAD DE SONDORILLO,-5.337757110595703,-79.42972564697266,7920
CIUDAD DE SUBTANJALLA,-14.01958179473877,-75.7539291381836,7921
CIUDAD DE SULLANA,-4.896518707275391,-80.694549560546875,7922
CIUDAD DE SULLANA,-4.8924102783203125,-80.68750762939453,7923
CIUDAD DE SUNAMPE,-13.428787231445312,-76.16602325439453,7924
CIUDAD DE SUNAMPE,-13.4146089553833,-76.1545181274414,7925
CIUDAD DE SUYO,-4.513280868530273,-80.00406646728516,7926
CIUDAD DE TALARA,-4.586388111114502,-81.27220916748047,7927
CIUDAD DE TALARA,-4.576179504394531,-81.26741027832031,7928
CIUDAD DE TALARA,-4.586755752563477,-81.267303466796875,7929
CIUDAD DE TAMBO DE MORA,-13.459635734558105,-76.17601013183594,7930
CIUDAD DE TAMBOGRANDE,-4.932866096496582,-80.33946990966797,7931
CIUDAD DE TARAPOTO,-6.493287563323975,-76.36600494384766,7932
CIUDAD DE TARAPOTO,-6.489811420440674,-76.35792541503906,7933
CIUDAD DE TATE,-14.154278755187988,-75.7113037109375,7934
CIUDAD DE TAYABAMBA,-8.277268409729004,-77.295806884765625,7935
CIUDAD DE TUMBES,-3.5695455074310303,-80.45886993408203,7936
CIUDAD DE TUPAC AMARU,-13.714786529541016,-76.15245056152344,7937
CIUDAD DE TUPAC AMARU,-13.710912704467773,-76.150726318359375,7938
CIUDAD DE TUPAC AMARU,-13.703228950500488,-76.14881896972656,7939
CIUDAD DE VISTA ALEGRE,-14.850273132324219,-74.9528579711914,7940
CIUDAD DE VISTA ALEGRE,-14.84357738494873,-74.94306182861328,7941
CIUDAD DE VISTA ALEGRE,-14.845405578613281,-74.942718505859375,7942
CIUDAD DE VISTA ALEGRE,-14.847977638244629,-74.939117431640625,7943
CIUDAD DE YAMANGO,-5.181020736694336,-79.75322723388672,7944
CIUDAD DEL PESCADOR,-12.061527252197266,-77.1077880859375,7945
CIUDAD DEL PESCADOR,-12.056085586547852,-77.10726165771484,7946
CIUDAD DEL PESCSDOR,-12.056085586547852,-77.10726165771484,7947
CIUDAD EL AGUSTINO,-12.05147933959961,-77.00630950927734,7948
CIUDAD EL AGUSTINO,-12.05945873260498,-76.99958038330078,7949
CIUDAD EL PEDREGAL,-16.364965438842773,-72.1916275024414,7950
CIUDAD EL PEDREGAL,-16.358585357666016,-72.187774658203125,7951
CIUDAD EL PORVENIR,-8.08668041229248,-79.00898742675781,7952
CIUDAD EL TAMBO,-12.060730934143066,-75.2286605834961,7953
CIUDAD EL TAMBO,-12.038334846496582,-75.2251968383789,7954
CIUDAD EL TAMBO,-12.063483238220215,-75.22354888916016,7955
CIUDAD EL TAMBO,-12.051915168762207,-75.22339630126953,7956
CIUDAD EL TAMBO,-12.054957389831543,-75.222869873046875,7957
CIUDAD EL TAMBO,-12.058795928955078,-75.22269439697266,7958
CIUDAD EL TAMBO,-12.051424980163574,-75.2172622680664,7959
CIUDAD EL TAMBO,-12.0579195022583,-75.21624755859375,7960
CIUDAD EL TAMBO,-12.063387870788574,-75.21527099609375,7961
CIUDAD EL TAMBO,-12.055255889892578,-75.21399688720703,7962
CIUDAD EL TAMBO,-12.061088562011719,-75.212127685546875,7963
CIUDAD ÉL TAMBO,-12.0579195022583,-75.21624755859375,7964
CIUDAD ETEN,-6.909073829650879,-79.86705780029297,7965
CIUDAD ETEN PUERTO,-6.9261698722839355,-79.867767333984375,7966
CIUDAD FERREÑAFE,-6.643275260925293,-79.78892517089844,7967
CIUDAD FERREÑAFE,-6.636371612548828,-79.7888412475586,7968
CIUDAD FERREÑAFE,-6.641963005065918,-79.78801727294922,7969
CIUDAD FLORENCIA DE MORA,-8.083611488342285,-79.02937316894531,7970
CIUDAD FLORENCIA DE MORA,-8.087780952453613,-79.02106475830078,7971
CIUDAD GUADALUPE,-7.236587047576904,-79.468994140625,7972
CIUDAD GUADALUPITO,-8.951796531677246,-78.6251449584961,7973
CIUDAD HORRILLOS,-12.167364120483398,-77.022979736328125,7974
CIUDAD HUACAR,-10.163138389587402,-76.23664093017578,7975
CIUDAD HUACHO,-11.105916023254395,-77.61223602294922,7976
CIUDAD HUACHO,-11.111893653869629,-77.61145782470703,7977
CIUDAD HUACHO,-11.116143226623535,-77.60950469970703,7978
CIUDAD HUACHO,-11.106732368469238,-77.6066665649414,7979
CIUDAD HUACHO,-11.103994369506836,-77.60655212402344,7980
CIUDAD HUACHO,-11.116424560546875,-77.60262298583984,7981
CIUDAD HUACHO,-11.107755661010742,-77.59999084472656,7982
CIUDAD HUACRACHUCO,-8.60504150390625,-77.14812469482422,7983
CIUDAD HUALGAYOC,-6.766570091247559,-78.60950469970703,7984
CIUDAD HUALMAY,-11.103402137756348,-77.617218017578125,7985
CIUDAD HUALMAY,-11.102842330932617,-77.6142807006836,7986
CIUDAD HUALMAY,-11.102912902832031,-77.60481262207031,7987
CIUDAD HUALMAY,-11.101046562194824,-77.60479736328125,7988
CIUDAD HUALMAY,-11.092720985412598,-77.59923553466797,7989
CIUDAD HUALMAY,-11.098125457763672,-77.59761810302734,7990
CIUDAD HUAMACHUCO,-7.827638626098633,-78.06351470947266,7991
CIUDAD HUAMACHUCO,-7.808958530426025,-78.0509033203125,7992
CIUDAD HUAMACHUCO,-7.810052394866943,-78.0479965209961,7993
CIUDAD HUAMACHUCO,-7.819893836975098,-78.04078674316406,7994
CIUDAD HUAMACHUCO,-7.820042610168457,-78.03160858154297,7995
CIUDAD HUAMACHUCO  SECTOR 4,-7.819893836975098,-78.04078674316406,7996
CIUDAD HUANCAVELICA,-12.787846565246582,-74.9781494140625,7997
CIUDAD HUANCAVELICA,-12.790215492248535,-74.977447509765625,7998
CIUDAD HUANCAVELICA,-12.785321235656738,-74.974334716796875,7999
CIUDAD HUANCAVELICA,-12.786633491516113,-74.9709243774414,8000
CIUDAD HUANCAVELICA,-12.787093162536621,-74.96916961669922,8001
CIUDAD HUANCAYO,-12.07233715057373,-75.22225189208984,8002
CIUDAD HUANCAYO,-12.074666023254395,-75.214385986328125,8003
CIUDAD HUANCAYO,-12.066852569580078,-75.2136459350586,8004
CIUDAD HUANCAYO,-12.064010620117188,-75.20918273925781,8005
CIUDAD HUANCAYO,-12.071603775024414,-75.20903015136719,8006
CIUDAD HUANCAYO,-12.073970794677734,-75.20760345458984,8007
CIUDAD HUANCAYO,-12.061332702636719,-75.20587158203125,8008
CIUDAD HUANCAYO,-12.075793266296387,-75.2018814086914,8009
CIUDAD HUANCAYO,-12.058292388916016,-75.19866180419922,8010
CIUDAD HUANCAYO,-12.07000732421875,-75.19731903076172,8011
CIUDAD HUANCHACO,-8.080780982971191,-79.1177749633789,8012
CIUDAD HUANTA,-12.945295333862305,-74.24890899658203,8013
CIUDAD HUANTA,-12.93019962310791,-74.24883270263672,8014
CIUDAD HUANTA,-12.939478874206543,-74.24604797363281,8015
CIUDAD HUANUCO,-9.93740463256836,-76.25404357910156,8016
CIUDAD HUANUCO,-9.937353134155273,-76.2493896484375,8017
CIUDAD HUANUCO,-9.933832168579102,-76.24900817871094,8018
CIUDAD HUANUCO,-9.930222511291504,-76.2481918334961,8019
CIUDAD HUANUCO,-9.930947303771973,-76.24718475341797,8020
CIUDAD HUANUCO,-9.937313079833984,-76.24600982666016,8021
CIUDAD HUANUCO,-9.925722122192383,-76.245574951171875,8022
CIUDAD HUANUCO,-9.9352388381958,-76.243560791015625,8023
CIUDAD HUANUCO,-9.924592018127441,-76.243194580078125,8024
CIUDAD HUANUCO,-9.929800033569336,-76.24120330810547,8025
CIUDAD HUANUCO,-9.924986839294434,-76.24063873291016,8026
CIUDAD HUANUCO,-9.92254638671875,-76.2376708984375,8027
CIUDAD HUANUCO,-9.93044376373291,-76.23628997802734,8028
CIUDAD HUARAL,-11.501444816589355,-77.21343994140625,8029
CIUDAD HUARAL,-11.496906280517578,-77.21240997314453,8030
CIUDAD HUARAL,-11.490696907043457,-77.21149444580078,8031
CIUDAD HUARAL,-11.492621421813965,-77.20745086669922,8032
CIUDAD HUARAL,-11.488418579101563,-77.20557403564453,8033
CIUDAD HUARAL,-11.493760108947754,-77.20414733886719,8034
CIUDAD HUARAL,-11.496452331542969,-77.20279693603516,8035
CIUDAD HUARANCHAL,-7.688574314117432,-78.4444580078125,8036
CIUDAD HUARMEY,-10.067742347717285,-78.15155029296875,8037
CIUDAD HUAROCHIRI,-12.133821487426758,-76.23516845703125,8038
CIUDAD HUEPETUHE,-12.996610641479492,-70.52703857421875,8039
CIUDAD HUIPOCA,-8.978850364685059,-75.44770050048828,8040
CIUDAD IBERIA,-11.407059669494629,-69.49061584472656,8041
CIUDAD IBERIA,-11.409821510314941,-69.48158264160156,8042
CIUDAD ILLIMO,-6.473757266998291,-79.8523178100586,8043
CIUDAD ILO,-17.64802360534668,-71.3447494506836,8044
CIUDAD ILO,-17.64557647705078,-71.344635009765625,8045
CIUDAD ILO,-17.641151428222656,-71.34235382080078,8046
CIUDAD ILO,-17.64170265197754,-71.34104919433594,8047
CIUDAD ILO,-17.634279251098633,-71.3402099609375,8048
CIUDAD IMPERIAL,-13.059113502502441,-76.35272216796875,8049
CIUDAD IMPERIAL,-13.059834480285645,-76.35192108154297,8050
CIUDAD IMPERIAL,-13.062087059020996,-76.34821319580078,8051
CIUDAD INDEPENDENCIA,-11.976968765258789,-77.0584487915039,8052
CIUDAD INDEPENDENCIA,-11.97775936126709,-77.0494384765625,8053
CIUDAD INDEPENDENCIA,-11.9904146194458,-77.04730224609375,8054
CIUDAD IQUITOS,-3.756052017211914,-73.26701354980469,8055
CIUDAD IQUITOS,-3.7531707286834717,-73.266693115234375,8056
CIUDAD IQUITOS,-3.753171682357788,-73.25840759277344,8057
CIUDAD IQUITOS,-3.737065553665161,-73.25824737548828,8058
CIUDAD IQUITOS,-3.734555721282959,-73.25695037841797,8059
CIUDAD IQUITOS,-3.738079071044922,-73.2569351196289,8060
CIUDAD IQUITOS,-3.758908748626709,-73.25687408447266,8061
CIUDAD IQUITOS,-3.749300241470337,-73.255889892578125,8062
CIUDAD IQUITOS,-3.7623889446258545,-73.2552490234375,8063
CIUDAD IQUITOS,-3.7428698539733887,-73.25428771972656,8064
CIUDAD IQUITOS,-3.7535622119903564,-73.25371551513672,8065
CIUDAD IQUITOS,-3.7574031352996826,-73.25345611572266,8066
CIUDAD IQUITOS,-3.75238299369812,-73.252777099609375,8067
CIUDAD IQUITOS,-3.7413294315338135,-73.2518310546875,8068
CIUDAD IQUITOS,-3.744887113571167,-73.2516098022461,8069
CIUDAD IQUITOS,-3.742953062057495,-73.25160217285156,8070
CIUDAD IQUITOS,-3.7518086433410645,-73.25159454345703,8071
CIUDAD IQUITOS,-3.7474334239959717,-73.24816131591797,8072
CIUDAD IQUITOS,-3.7412002086639404,-73.24738311767578,8073
CIUDAD IQUITOS,-3.742469072341919,-73.2457275390625,8074
CIUDAD IQUITOS,-3.753737688064575,-73.245697021484375,8075
CIUDAD IQUITOS,-3.7372806072235107,-73.2427978515625,8076
CIUDAD IQUITOS,-3.744114875793457,-73.24173736572266,8077
CIUDAD JACOBO HUNTER,-16.43768882751465,-71.556396484375,8078
CIUDAD JAUJA,-11.772005081176758,-75.49964904785156,8079
CIUDAD JENARO HERRERA,-4.903754234313965,-73.66436767578125,8080
CIUDAD JESUS MARIA,-12.088577270507813,-77.05744171142578,8081
CIUDAD JESUS MARIA,-12.084272384643555,-77.05652618408203,8082
CIUDAD JESUS MARIA,-12.083032608032227,-77.056243896484375,8083
CIUDAD JESUS MARIA,-12.075072288513184,-77.05277252197266,8084
CIUDAD JESUS MARIA,-12.07211685180664,-77.04627227783203,8085
CIUDAD JESUS MARIA,-12.078330993652344,-77.04615020751953,8086
CIUDAD JESUS MARIA,-12.075697898864746,-77.04463958740234,8087
CIUDAD JESUS MARIA,-12.070009231567383,-77.044403076171875,8088
CIUDAD JESUS MARIA,-12.075488090515137,-77.03874206542969,8089
CIUDAD JUAN VELASCO ALVARADO,-4.599679470062256,-77.86393737792969,8090
CIUDAD JUANJUI,-7.175092697143555,-76.731475830078125,8091
CIUDAD JUANJUI,-7.180262565612793,-76.72809600830078,8092
CIUDAD JUANJUI,-7.182995796203613,-76.72725677490234,8093
CIUDAD JUANJUI,-7.17578125,-76.72349548339844,8094
CIUDAD JULIACA,-15.493016242980957,-70.12969207763672,8095
CIUDAD LA BANDA  DE SHILCAYO,-6.4955644607543945,-76.34729766845703,8096
CIUDAD LA BANDA DE SHILCAYO,-6.493499755859375,-76.3545150756836,8097
CIUDAD LA BANDA DE SHILCAYO,-6.48777437210083,-76.35399627685547,8098
CIUDAD LA BANDA DE SHILCAYO,-6.493882179260254,-76.35201263427734,8099
CIUDAD LA BANDA DE SHILCAYO,-6.4955644607543945,-76.34729766845703,8100
CIUDAD LA ESPERANZA,-8.073175430297852,-79.058868408203125,8101
CIUDAD LA ESPERANZA,-8.082036972045898,-79.0415267944336,8102
CIUDAD LA ESPERANZA,-8.08645248413086,-79.0382080078125,8103
CIUDAD LA JOYITA,-6.80483865737915,-79.88105010986328,8104
CIUDAD LA MOLINA,-12.078193664550781,-76.97248840332031,8105
CIUDAD LA MOLINA,-12.07498836517334,-76.95647430419922,8106
CIUDAD LA OROYA ANTIGUA,-11.517596244812012,-75.90113830566406,8107
CIUDAD LA PECA,-5.610448837280273,-78.43775939941406,8108
CIUDAD LA PERLA,-12.071342468261719,-77.12786102294922,8109
CIUDAD LA PERLA,-12.067586898803711,-77.1224594116211,8110
CIUDAD LA PERLA,-12.072150230407715,-77.11292266845703,8111
CIUDAD LA PUNTA,-12.072574615478516,-77.16571044921875,8112
CIUDAD LA UNION,-9.838622093200684,-76.80146026611328,8113
CIUDAD LA UNION,-9.826769828796387,-76.80127716064453,8114
CIUDAD LA VENTA BAJA (LA VENTA),-14.285757064819336,-75.6797103881836,8115
CIUDAD LA VICTORIA,-6.790195465087891,-79.84590911865234,8116
CIUDAD LA VICTORIA,-6.795548439025879,-79.845855712890625,8117
CIUDAD LA VICTORIA,-6.801913261413574,-79.84479522705078,8118
CIUDAD LA VICTORIA,-6.789782524108887,-79.84418487548828,8119
CIUDAD LA VICTORIA,-6.800176620483398,-79.84400177001953,8120
CIUDAD LA VICTORIA,-6.7928876876831055,-79.84336853027344,8121
CIUDAD LA VICTORIA,-6.79938268661499,-79.84056091308594,8122
CIUDAD LA VICTORIA,-6.795914649963379,-79.83548736572266,8123
CIUDAD LA VICTORIA,-6.792963981628418,-79.83516693115234,8124
CIUDAD LA VICTORIA,-6.788073539733887,-79.83385467529297,8125
CIUDAD LA VICTORIA,-12.070796966552734,-77.02872467041016,8126
CIUDAD LA VICTORIA,-12.059249877929687,-77.02711486816406,8127
CIUDAD LA VICTORIA,-12.060812950134277,-77.02692413330078,8128
CIUDAD LA VICTORIA,-12.073934555053711,-77.02546691894531,8129
CIUDAD LA VICTORIA,-12.061925888061523,-77.02530670166016,8130
CIUDAD LA VICTORIA,-12.058857917785645,-77.024322509765625,8131
CIUDAD LA VICTORIA,-12.066848754882813,-77.02030944824219,8132
CIUDAD LA VICTORIA,-12.065217018127441,-77.0197982788086,8133
CIUDAD LA VICTORIA,-12.068368911743164,-77.01655578613281,8134
CIUDAD LA VICTORIA,-12.061808586120605,-77.01344299316406,8135
CIUDAD LA VICTORIA,-12.064194679260254,-77.0111312866211,8136
CIUDAD LA VICTORIA,-12.064774513244629,-77.009246826171875,8137
CIUDAD LA VICTORIA,-12.068720817565918,-77.00499725341797,8138
CIUDAD LABERINTO,-12.719616889953613,-69.58606719970703,8139
CIUDAD LAMBAYEQUE,-6.700160503387451,-79.9142837524414,8140
CIUDAD LAMBAYEQUE,-6.703247547149658,-79.90718078613281,8141
CIUDAD LAMBAYEQUE,-6.70472526550293,-79.89505767822266,8142
CIUDAD LAMUD,-6.1356730461120605,-77.95884704589844,8143
CIUDAD LAMUD,-6.138606548309326,-77.95417022705078,8144
CIUDAD LAMUD,-6.1360015869140625,-77.95012664794922,8145
CIUDAD LAS NAZARENAS,-13.154976844787598,-74.21735382080078,8146
CIUDAD LAS NAZARENAS,-13.148957252502441,-74.210357666015625,8147
CIUDAD LAS PIEDRAS (PLANCHON),-12.276388168334961,-69.146240234375,8148
CIUDAD LIMA,-12.040755271911621,-77.06829071044922,8149
CIUDAD LIMA,-12.055505752563477,-77.05909729003906,8150
CIUDAD LIMA,-12.051100730895996,-77.056243896484375,8151
CIUDAD LIMA,-12.047872543334961,-77.05472564697266,8152
CIUDAD LIMA,-12.04156494140625,-77.04930877685547,8153
CIUDAD LIMA,-12.064457893371582,-77.04450988769531,8154
CIUDAD LIMA,-12.07225513458252,-77.03240203857422,8155
CIUDAD LIMA,-12.056415557861328,-77.03104400634766,8156
CIUDAD LIMA,-12.058459281921387,-77.03083801269531,8157
CIUDAD LIMA,-12.055943489074707,-77.026214599609375,8158
CIUDAD LIMA,-12.053014755249023,-77.02425384521484,8159
CIUDAD LIMA,-12.049969673156738,-77.02217864990234,8160
CIUDAD LIMA,-12.049434661865234,-77.01744079589844,8161
CIUDAD LIMA,-12.058147430419922,-77.0167007446289,8162
CIUDAD LIMA,-12.04990291595459,-77.0166244506836,8163
CIUDAD LIMA,-12.059171676635742,-77.01533508300781,8164
CIUDAD LIMA,-12.04661750793457,-77.012786865234375,8165
"CIUDAD LIMA                                   ,",-12.040755271911621,-77.06829071044922,8166
CIUDAD LINCE,-12.085596084594727,-77.0375747680664,8167
CIUDAD LINCE,-12.08030891418457,-77.03569030761719,8168
CIUDAD LINCE,-12.080578804016113,-77.03135681152344,8169
CIUDAD LINCE,-12.086036682128906,-77.02632141113281,8170
CIUDAD LIRCAY,-12.988811492919922,-74.72032165527344,8171
CIUDAD LLOCHEGUA,-12.413814544677734,-73.90760040283203,8172
CIUDAD LLUCHUBAMBA,-7.516069412231445,-77.97160339355469,8173
CIUDAD LONYA GRANDE,-6.097513198852539,-78.42259216308594,8174
CIUDAD LONYA GRANDE,-6.0952348709106445,-78.42252349853516,8175
CIUDAD LOS BAÑOS DEL INCA,-7.165229797363281,-78.46620178222656,8176
CIUDAD LOS BAÑOS DEL INCA,-7.164358615875244,-78.46443939208984,8177
CIUDAD LOS BAÑOS DEL INCA,-7.161723613739014,-78.4632339477539,8178
CIUDAD LOS BAÑOS DEL INCA,-7.1684393882751465,-78.45891571044922,8179
CIUDAD LOS OLIVOS,-11.991192817687988,-77.06537628173828,8180
CIUDAD LUYA,-6.169229030609131,-77.94759368896484,8181
CIUDAD MADEAN,-12.944294929504395,-75.77685546875,8182
CIUDAD MAGDALENA DEL MAR,-12.094574928283691,-77.075592041015625,8183
CIUDAD MAGDALENA DEL MAR,-12.088624000549316,-77.073455810546875,8184
CIUDAD MAGDALENA DEL MAR,-12.088785171508789,-77.0699234008789,8185
CIUDAD MAGDALENA DEL MAR,-12.091064453125,-77.06005096435547,8186
CIUDAD MAJES MODULO A SECTOR 3,-16.34661293029785,-72.18877410888672,8187
CIUDAD MAJES MODULO A SECTOR 4,-16.3433837890625,-72.19022369384766,8188
CIUDAD MAJES MODULO B SECTOR 2,-16.32506561279297,-72.1760482788086,8189
CIUDAD MAJES MODULO B SECTOR 3,-16.32506561279297,-72.1760482788086,8190
