COD_ENIG 2018,ALIMENTOS Y BEBIDAS ,GTAP10,GTAP10_c,ARTICULO
1289,FOCACCIA,25,ofd,1289
1290,HAMBURGUESA,25,ofd,1290
1291,NACHOS,25,ofd,1291
1292,NUGGETS DE POLLO,25,ofd,1292
1293,PAPAS FRITAS A LA FRANCESA Y PAPA RAYADA (HASH BROWNS),25,ofd,1293
1294,PATACONES (PLATANOS VERDES FRITOS),25,ofd,1294
1295,PATTI,25,ofd,1295
1296,PERRO CALIENTE,25,ofd,1296
1297,PIZZA,25,ofd,1297
1298,PLANTINTA,25,ofd,1298
1299,POLLO ASADO,25,ofd,1299
1300,POLLO FRITO,25,ofd,1300
1301,PRENSADAS,25,ofd,1301
1302,"PUPUSAS DE QUESO, FRIJOL, ETC.",25,ofd,1302
1303,"QUESADILLA O GRINGAS DE POLLO, CON CARNE O QUESO",25,ofd,1303
1304,SALCHIPAPAS,25,ofd,1304
1305,TACOS O FLAUTAS,25,ofd,1305
1306,WANTAG PREPARADO,25,ofd,1306
1307,WRAPS,25,ofd,1307
1308,OTRAS MERIENDAS O REFRIGERIOS,25,ofd,1308
1309,OTRAS COMIDAS RAPIDAS,25,ofd,1309
,POSTRES PREPARADOS,,,
1310,ARROZ CON LECHE,25,ofd,1310
1311,ATOL,25,ofd,1311
1312,CHEESE CAKE,25,ofd,1312
1313,CREPAS DULCES,25,ofd,1313
1314,ENSALADA DE FRUTAS,25,ofd,1314
1315,FLAN Y MOUSSE PREPARADOS,25,ofd,1315
1316,GELATINA PREPARADA,25,ofd,1316
1317,PIE DE LIMON PREPARADO,25,ofd,1317
1318,PUDIN O TAPIOCA PREPARADO,25,ofd,1318
1319,TRES LECHES,25,ofd,1319
1321,BREADSTICKS,25,ofd,1321
1322,"DEDOS DE PESCADO, FILET DE PESCADO, PESCADO ENTERO",25,ofd,1322
1323,CAMARONES AL AJILLO,25,ofd,1323
1329,OTROS TIPOS DE POSTRES,25,ofd,1329
,TABACO Y ESTUPEFACIENTES,,,
1330,CIGARRILLOS,26,b_t,1330
1331,COCAINA Y SU DERIVADOS,26,b_t,1331
1332,MARIHUANA,26,b_t,1332
1333,OPIO,26,b_t,1333
1334,PURO DE TABACO,26,b_t,1334
1335,TABACO DE MASTICAR O RAPÉ,26,b_t,1335
1336,TABACO PARA PIPA Y PARA MASCAR,26,b_t,1336
1339,OTROS ESTUPEFACIENTE DE ORIGEN VEGETAL,26,b_t,1339
1345,"OTROS ESTUPEFACIENTES, QUÍMICOS Y SINTÉTICOS",26,b_t,1345
1349,OTROS PRODUCTOS DE TABACO U ESTUPEFACIENTES,26,b_t,1349
,PRODUCTOS MÉDICOS SIN PRESCRIPC,,,
1350,AGUA OXIGENADA,34,bph,1350
1351,ALCOHOL,34,bph,1351
1352,ALGODON,27,tex,1352
1353,ANALGESICO COMUN,34,bph,1353
1354,ANTIACIDO COMUN,34,bph,1354
1355,"ANTICONCEPTIVOS MECANICOS PARA HUMANOS (PRESERVATIVOS MASCULINOS Y FEMENINO, DIU Y DIAFRAGMA)",45,omf,1355
1356,ANTIGRIPAL/ANTIHISTAMINICO COMUN,34,bph,1356
1357,ANTISOMNIFERO,34,bph,1357
1358,COMPRESA DE GEL,45,omf,1358
1359,CURITA,45,omf,1359
1360,ESPARADRAPO,45,omf,1360
1361,GASAS ESTERILES,34,bph,1361
1362,"GOTAS OTICAS, OFTALMICAS Y OTRAS SIMILARES DE VENTA SIN PRESCRIPCION MEDICA",34,bph,1362
1363,GUANTES ESTERILES DE LATEX U OTROS MATERIALES,45,omf,1363
1364,JERINGA Y AGUJA,45,omf,1364
1365,LAXANTE COMUN,34,bph,1365
1366,PASTILLA CONTRA EL VOMITO,34,bph,1366
1367,PLANTA MEDICINAL,34,bph,1367
1368,"PRODUCTOS PARA TRAUMATOLOGÍA (MEDIAS ELÁSTICAS, SOPORTES PARA RODILLA)",34,bph,1368
1369,PRUEBA DE EMBARAZO,34,bph,1369
1370,TERMOMETRO,45,omf,1370
1371,UNGÜENTO,34,bph,1371
1372,VENDAS ADHESIVAS O NO ADHESIVAS (PARCHES O CALLICIDAS ADHESIVOS),34,bph,1372
1373,YODO,34,bph,1373
1374,MASCARILLAS PROTECCIÓN RESPIRATORIAS (MASCARILLAS CONTRA CENIZA),45,omf,1374
1375,OTROS PRODUCTOS MEDICOS,34,bph,1375
,ARTÍCULOS PARA HIGIENE O LIMPIEZA PERSONAL,,,
1376,ALCOHOL EN GEL,34,bph,1376
1377,APLICADORES,45,omf,1377
1378,CEPILLO DE DIENTES,35,rpp,1378
1379,CEPILLO PARA UÑAS,35,rpp,1379
1380,CHAMPU,33,chm,1380
1381,CHAMPU 2 EN 1,33,chm,1381
1382,DESODORANTE PERSONAL,33,chm,1382
1383,ENJUAGUE BUCAL,34,bph,1383
1384,ESPONJA DE BAÑO,35,rpp,1384
1385,"ESPUMA, CREMA Y JABON PARA AFEITAR",33,chm,1385
1386,GEL DE BAÑO,33,chm,1386
1387,HILO DENTAL,45,omf,1387
1388,JABON DE BAÑO,33,chm,1388
1389,JABON LIQUIDO PARA MANOS,33,chm,1389
1390,PAÑAL DESECHABLE,45,omf,1390
1391,PAÑUELOS HIGIENICOS,45,omf,1391
1392,PAÑUELOS O TOALLITAS FACIALES,45,omf,1392
1393,PAPEL HIGIENICO,45,omf,1393
1394,PASTA DE DIENTES,33,chm,1394
1395,PIOJICIDA,33,chm,1395
1396,PROTECTORES DIARIOS,45,omf,1396
1397,RINSE (ACONDICIONADOR),33,chm,1397
1398,TALCO,33,chm,1398
1399,TAMPONES,45,omf,1399
1400,TOALLAS SANITARIAS Y TAMPONES,45,omf,1400
1401,TOALLITAS HUMEDAS,45,omf,1401
1402,PROTECTOR PARA PEZONES,45,omf,1402
1403,TAPONES,45,omf,1403
1404,PIEDRA POMES,45,omf,1404
1405,RASURADORA DESECHABLE O PRESTOBARBA NO ELECTRICA,45,omf,1405
1406,NAVAJILLA Y REPUESTOS DE MAQUINAS NO ELECTRICAS PARA AFEITAR,45,omf,1406
1409,OTROS ARTICULOS PARA EL CUIDADO PERSONAL,33,chm,1409
,BIENES PARA EL CUIDADO DEL HOGAR,,,
1410,ABRILLANTADOR,33,chm,1410
1411,"ACEITE TIPO 3 EN 1 (PARA PUERTAS Y MAQUINAS DE COSER, ETC.)",33,chm,1411
1412,ALAMBRINA,37,i_s,1412
1413,NAFTALINA,33,chm,1413
1414,ARRANCAGRASA,33,chm,1414
1415,BATERIAS (PILAS),40,ele,1415
1416,BETUN,33,chm,1416
1417,BLANQUEADOR PARA ROPA,33,chm,1417
1418,BOLSAS PLASTICAS,35,rpp,1418
1419,"BOMBILLA, REPUESTO PARA FOCO",40,ele,1419
1420,BOMBILLO ELECTRICO CORRIENTE,40,ele,1420
1421,BOMBILLO FLUORESCENTE EN ESPIRAL,40,ele,1421
1422,BRILLO,40,ele,1422
1423,CANDELAS,32,p_c,1423
1424,CAPSULAS PARA QUEQUES O MUFFINS,45,omf,1424
1425,CARBOLINA,33,chm,1425
1426,CEPILLO PARA RESTREGAR,45,omf,1426
1427,CEPILLO PARA ZAPATOS,45,omf,1427
1428,CERA,45,omf,1428
1429,CLORO,33,chm,1429
1430,CORTINA PARA BAÑO DE PLASTICO,35,rpp,1430
1431,DESATORADOR PARA FREGADEROS,35,rpp,1431
1432,DESINFECTANTE,33,chm,1432
1433,DESODORANTE AMBIENTAL (AROMATICO),33,chm,1433
1434,DETERGENTE EN POLVO O LIQUIDO,33,chm,1434
1435,ESCOBA,45,omf,1435
1436,ESCOBITA PARA SACUDIR,45,omf,1436
1437,ESCOBON,45,omf,1437
1438,ESPIRAL CONTRA ZANCUDOS,33,chm,1438
1439,ESPONJA PARA LIMPIEZA DEL HOGAR,35,rpp,1439
1440,EXTINTOR DE FUEGO,45,omf,1440
1441,FILTROS DE PAPEL PARA CAFE,31,ppp,1441
1442,FOSFOROS,36,nmm,1442
1443,FUNGICIDA E INSECTICIDA,33,chm,1443
1444,GANCHOS PARA COLGAR CUADROS U OTROS OBJETOS,39,fmp,1444
1445,GANCHOS PARA COLGAR ROPA,35,rpp,1445
1446,GUANTES PARA LIMPIEZA,35,rpp,1446
1447,HISOPO,35,rpp,1447
1448,HUMIDIFICADOR O DESHUMIFICADOR AMBIENTALES NO ELECTRICOS,45,omf,1448
1449,INCIENSOS,8,ocr,1449
1450,INDIVIDUALES DE PLASTICO,35,rpp,1450
1451,INSECTICIDAS,33,chm,1451
1452,JABON PARA PLATOS,33,chm,1452
1453,JABON PARA ROPA,33,chm,1453
1454,LIMPIADOR MULTIUSO,33,chm,1454
1455,LIMPION Y PAÑO DE COCINA,31,ppp,1455
1456,MANTEL DE PLASTICO,35,rpp,1456
1457,MATAMOSCAS,35,rpp,1457
1458,MECATE PARA TENDER,35,rpp,1458
1459,CUERDA DE NYLON,35,rpp,1459
1460,MECHAS Y PAÑO O TRAPO PARA LIMPIAR PISOS,35,rpp,1460
1461,PAJILLAS,35,rpp,1461
1462,PALA PARA BASURA,39,fmp,1462
1463,PALO O GANCHO PARA LIMPIAR PISOS,45,omf,1463
1464,PAPEL ALUMINIO,38,nfm,1464
1465,PAPEL ENCERADO,45,omf,1465
1466,PAPEL PLASTICO,35,rpp,1466
1467,PLAQUITAS ELECTRICAS,41,eeq,1467
1468,PLUMERO,35,rpp,1468
1469,POTASA Y OTROS DESTAQUE ADORES,33,chm,1469
1470,PRENSAS PARA ROPA,45,omf,1470
1471,"QUITAMANCHAS (LIQUIDO, POLVO, GEL)",33,chm,1471
1472,RATICIDA,33,chm,1472
1473,RATONERA,45,omf,1473
1474,SACOS,35,rpp,1474
1475,SERVILLETA DE PAPEL,31,ppp,1475
1476,SUAVIZANTE PARA ROPA,33,chm,1476
1477,TINTE PARA ROPA Y TEJIDOS DEL HOGAR,33,chm,1477
1478,TOALLAS DE PAPEL,31,ppp,1478
1479,TUBO DE LUZ FLUORESCENTE,40,ele,1479
1480,VAJILLA DESECHABLE,45,omf,1480
1485,OTROS BIENES PARA EL CUIDADO DEL HOGAR,45,omf,1485
,ARTÍCULOS DE PASAMANERÍA Y BAZAR,,,
1486,"ACCESORIOS PARA EL CABELLO (PRENSAS, COLAS, DIADEMAS, BINCHAS)",28,wap,1486
1487,AGUJAS DE COSER (DE MANO Y DE MAQUINA),39,fmp,1487
1488,AGUJAS DE TEJER,39,fmp,1488
1489,ALFILERES,28,wap,1489
1490,ANILLO DE FANTASIA Y OTROS MATERIALES,28,wap,1490
1491,ARETES DE FANTASIA Y OTROS MATERIALES,28,wap,1491
1492,BARRAS DE SILICON,28,wap,1492
1493,BOLSA DE REGALO,28,wap,1493
1494,BOTONES,28,wap,1494
1495,BRAZALETE DE FANTASIA Y OTROS MATERIALES,28,wap,1495
1496,BROCHES DE PRESION Y DE CABEZA,28,wap,1496
1497,CADENA DE FANTASIA Y OTROS MATERIALES,28,wap,1497
1498,CINTA ADHESIVA,45,omf,1498
1499,"CINTA DE RUEDO, VIVO, CABALLITO, CORDON, ETC.",27,tex,1499
1500,DEDAL,39,fmp,1500
1501,DIJE DE FANTASIA Y OTROS MATERIALES,28,wap,1501
1502,ELASTICO,45,omf,1502
1503,ENCAJE,27,tex,1503
1504,ESCLAVA O PULSERA DE FANTASIA Y OTROS MATERIALES,28,wap,1504
1505,FLORA TAPE O CINTA PARA DECORACIÓN CON FLORES,28,wap,1505
1506,FOAM,45,omf,1506
1507,GACILLA,45,omf,1507
1508,GARGANTILLA DE FANTASIA Y OTROS MATERIALES,28,wap,1508
1509,GEMELOS O MANCUERNILLAS,28,wap,1509
1510,GOMA DE SILICON FRIO,35,rpp,1510
1511,HILO (DE COSER Y DE TEJER),27,tex,1511
1512,JUEGO DE BISUTERIA O FANTASIA PARA MUJER,28,wap,1512
1513,JUEGO DE BISUTERÍA PARA HOMBRE (MANCUERNILLAS Y PRENSACORBATA),28,wap,1513
1514,LANA,12,wol,1514
1515,LAZOS O CINTA PARA LAZOS PARA REGALOS,28,wap,1515
1516,LENTEJUELAS,28,wap,1516
1517,OJETES,28,wap,1517
1518,PAPEL DE REGALO,31,ppp,1518
1519,PATRONES,45,omf,1519
1520,PRENDEDORES DE FANTASÍA Y OTROS MATERIALES,28,wap,1520
1521,PRENSACORBATAS,28,wap,1521
1522,REMACHES,28,wap,1522
1523,RIBETE,28,wap,1523
1524,TIJERA PARA CORTAR TELA,39,fmp,1524
1525,ZIPPER,28,wap,1525
1530,"OTROS ARTICULOS DE PASAMANERIA, BAZAR O BISUTERIA",28,wap,1530
,TRANSPORTE REGULAR,,,
1531,BOLETAS DE ESTACIONAMIENTO (PARQUIMETROS),52,otp,1531
1532,DIESEL,,,1532
1533,GAS LICUADO EMPLEADO PARA AUTOMÓVILES Y OTROS MEDIOS DE TRANSPORTE,,,1533
1534,GASOLINA REGULAR,,,1534
1535,GASOLINA SUPER,,,1535
1536,GASOLINA PLUS,,,1536
1537,PAGO DE PARQUEO PUBLICO Y CUIDADORES DE CARROS,52,otp,1537
1538,PEAJE,52,otp,1538
1539,QUICK PASS PREPAGO,52,otp,1539
1540,TRANSPORTE REGULAR COLECTIVO (TAXIS O CARROS PRIVADOS Y TAXI PIRATA),52,otp,1540
1541,TRANSPORTE REGULAR EN FERRY,53,otp,1541
1542,TRANSPORTE REGULAR EN LANCHA,52,otp,1542
1543,TRANSPORTE REGULAR EN TREN,52,otp,1543
1544,TRANSPORTE REGULAR BUS O MICROBUS ENTRE PROVINCIAS,52,otp,1544
1545,TRANSPORTE REGULAR PRIVADO EN TAXI,52,otp,1545
1546,TRANSPORTE REGULAR EN BUS DENTRO DE LA MISMA PROVINCIA,52,otp,1546
1547,TRANSPORTE REGULAR EN BUS DEL EXTERIOR,52,otp,1547
1548,SERVICIO EXPRESS (EXCLUSIVO TRANSPORTE),52,otp,1548
1549,OTROS GASTOS DE TRANSPORTE REGULAR,52,otp,1549
,SERVICIOS CULTURALES Y RECREATIVOS,,,
1550,"ALQUILER DE CALZADO PARA DEPORTES Y RECREACIÓN (BOLICHE, PATINES)",61,ros,1550
1551,ALQUILER DE MAQUINAS Y EQUIPO DE PIN BALL,61,ros,1551
1552,ALQUILER DE PELICULAS,61,ros,1552
1557,ENTRADA A CENTROS DE RECREO,61,ros,1557
1558,ENTRADA A PISCINAS,61,ros,1558
1559,ENTRADA A PISTAS DE PATINAJE,61,ros,1559
1561,"PAGO POR USO DE INSTALACIONES DEPORTIVAS (BOLICHE, GOLF, TENIS, SQUASH), CANCHAS SINTETICAS Y SIMILARES",61,ros,1561
1562,"PAGO POR USO DE MESA DE BILLAR, POOL, FUTBOLIN",61,ros,1562
1563,PAGO POR USO DE MESAS DE PING PONG,61,ros,1563
1564,"PAGO POR USO DEL VIDEOJUEGOS, JUEGOS ELECTRONICOS Y SIMILARES",61,ros,1564
1565,PERIODICOS SIN SUSCRIPCION,61,ros,1565
1567,"REVISTA SIN SUSCRIPCION (DEPORTES, ECOLOGICAS, ESPECTACULOS, MANUALIDADES, ANIME, ETC.)",61,ros,1567
1569,SEMANARIO SIN SUSCRIPCION,61,ros,1569
1573,OTROS GASTOS EN SERVICIOS CULTURALES Y RECREATIVOS (DÍA DE JEANS U OTROS),61,ros,1573
1575,OTROS JUEGOS Y SORTEOS,61,ros,1575
1579,OTROS MEDIOS DE INFORMACIÓN,61,ros,1579
5001,APUESTA (PROPORCION CONSUMO),61,ros,5001
5002,APUESTA (PROPORCIÓN DE NO CONSUMO),61,ros,5002
5003,BINGO (PROPORCION CONSUMO),61,ros,5003
5004,BINGO (PROPORCIÓN DE NO CONSUMO),61,ros,5004
5005,CHANCES (PROPORCION CONSUMO),61,ros,5005
5006,CHANCES (PROPORCIÓN DE NO CONSUMO),61,ros,5006
5007,LOTERÍA (PROPORCION CONSUMO),61,ros,5007
5008,LOTERÍA (PROPORCIÓN DE NO CONSUMO),61,ros,5008
5009,RASPA (PROPORCION CONSUMO),61,ros,5009
5010,RASPA (PROPORCIÓN DE NO CONSUMO),61,ros,5010
5011,RIFA (PROPORCION CONSUMO),61,ros,5011
5012,RIFA (PROPORCIÓN DE NO CONSUMO),61,ros,5012
5013,TIEMPOS (PROPORCION CONSUMO),61,ros,5013
5014,TIEMPOS (PROPORCIÓN DE NO CONSUMO),61,ros,5014
5047,LOTTO (PROPORCION CONSUMO),61,ros,5047
5048,LOTTO (PROPORCION NO CONSUMO),61,ros,5048
,SERVICIOS DE COMUNICACIONES,,,
1580,COMPRA DE TARJETA DE TELEFONO O CHIP PREPAGO INICIAL,56,cmn,1580
1581,"LLAMADA EN TELEFONOS PUBLICOS, HOTELES, CAFES, RESTAURANTES Y OTROS",56,cmn,1581
1582,PAGO POR USO DEL SERVICIO DE INTERNET EN CAFE INTERNET O SIMILARES,56,cmn,1582
1583,"RECARGA CELULAR (PARA TELEFONIA, INTERNET O SERVICIO BLACKBERRY)",56,cmn,1583
1584,DATA CARD PREPAGO (SERVICIO),56,cmn,1584
1585,OTROS SERVICIOS DE COMUNICACIÓN,56,cmn,1585
,OTROS ARTÍCULOS PARA EL HOGAR,,,
1586,"ALIMENTO, GALLETAS, HUESO COMESTIBLE Y OTROS, PARA ANIMALES",25,ofd,1586
1587,CHISPA (PARA PARRILLADAS),30,lum,1587
1588,RAMO DE FLORES Y ARREGLOS FLORALES ( CON EL SERVICIO DE ENVIO),8,ocr,1588
1589,PAGO POR FOTOCOPIAS Y REPRODUCCIONES DE DOCUMENTOS,31,ppp,1589
1590,PALILLO DE DIENTES Y PINCHOS,45,omf,1590
1591,ALQUILES DE CARRITOS PARA COMPRAS,50,trd,1591
1592,"ALQUILER DE CARRITOS O TRENES PARA NIÑA O NIÑO (MALL, SUPERMERCADO, ETC.)",50,trd,1592
1593,"PAGO DE SERVICIO DE JALADOR DE COMPRAS (FERIA DE AGRICULTOR, SUPERMERCADO, ETC) ",50,trd,1593
1594,CARBON,30,lum,1594
1595,SERVICIO DE MOLINO,30,lum,1595
1599,"OTROS PAGOS (USO DE SERVICIO SANITARIO, ETC.)",61,ros,1599
,ALQUILERES,,,
1600,ALQUILER DE COCHERA,65,dwe,1600
1601,ALQUILER DE O PENSION UTILIZADOS COMO RESIDENCIA PRINCIPAL,65,dwe,1601
1602,ALQUILER DE LA VIVIENDA QUE OCUPA EL HOGAR,65,dwe,1602
1603,ALQUILER DE OTRA VIVIENDA PARA VACACIONAR O PARA RECREACION (SEGUNDAS RESIDENCIAS),65,dwe,1603
1604,ALQUILER PAGADO POR VIVIENDAS QUE SON OCUPADAS POR OTROS HOGARES,65,dwe,1604
1609,OTRO TIPO DE ALQUILER,65,dwe,1609
,OTROS GASTOS DE LA VIVIENDA,,,
1610,CUOTAS PARA LIMPIEZA DE ZONAS VERDES Y JARDINES DE AREAS COMUNES,65,dwe,1610
1611,CUOTAS PARA MANTENIMIENTO DE CONDOMINIOS,65,dwe,1611
1612,"SERVICIO DE VIGILANCIA (GUARDAS, ADT, ETC.)",61,ros,1612
1613,SERVICIO PRIVADO DE RECOLECCION DE BASURA,48,wtr,1613
1614,ALQUILER PARQUEOS MENSUALES,65,dwe,1614
1615,ALQUILER DE LA VIVIENDA QUE OCUPA EL HOGAR (INCLUYE UN SERVICIO),65,dwe,1615
1629,OTROS GASTOS O CUOTAS PARA LA VIVIENDA,65,dwe,1629
,FUENTES DE ENERGIA,,,
1630,INSTALACION O RECONEXION DEL MEDIDOR DE ELECTRICIDAD,46,ely,1630
1631,ELECTRICIDAD,46,ely,1631
1632,CILINDROS PARA GAS LICUADO,47,gdt,1632
1633,RECARGA DE GAS LICUADO (DE COCINA),47,gdt,1633
1634,CANFIN,32,p_c,1634
1635,CARBON,32,p_c,1635
1636,LEÑA,30,lum,1636
1649,OTROS COMBUSTIBLES,32,p_c,1649
,SUMINISTRO DE AGUA Y ALCANTARILLLADO,,,
1650,INSTALACION O RECONEXION DE MEDIDOR DE AGUA,48,wtr,1650
1651,SUMINISTRO DE AGUA Y ALCANTARILLADO,48,wtr,1651
1652,SUMINISTRO DE AGUA DE POZO ,48,wtr,1652
1659,OTROS SERVICIOS DE AGUA Y ALCANTARILLO,48,wtr,1659
,SERVICIOS MUNICIPALES ,,,
1660,IMPUESTO TERRITORIAL (BIENES INMUEBLES),62,osg,1660
1661,"SERVICIOS PUBLICOS MUNICIPALES (RECOLECCION Y TRATAMIENTO DE BASURA, ALCANTARILLAS, PARQUES Y CARRETERAS MUNICIPALES)",62,osg,1661
1669,OTROS PAGOS POR SERVICIOS MUNICIPALES,62,osg,1669
,SERVICIOS DE COMUNICACIÓN DEL HOGAR,,,
1674,INSTALACIÓN DE SERVICIO DE TELEVISIÓN POR CABLE,56,cmn,1674
1675,INSTALACION O RECONEXION A INTERNET,56,cmn,1675
1676,INSTALACION O RECONEXION DE LINEA TELEFONICA RESIDENCIAL,56,cmn,1676
1678,PAGO POR SERVICIOS DE BEEPER,56,cmn,1678
1680,SERVICIO DE INTERNET RESIDENCIAL,56,cmn,1680
1681,SERVICIO TELEFONICO RESIDENCIAL DEL HOGAR,56,cmn,1681
1682,TARIFA CUÁDRUPLE PLAY,56,cmn,1682
1683,TARIFA TRIPLE PLAY,56,cmn,1683
1684,TARIFAS DE TELEVISION POR CABLE,56,cmn,1684
1685,TARIFAS DE TELEVISION POR SATELITE,56,cmn,1685
1686,TARIFA DE TELEVISIÓN POR IP,56,cmn,1686
1699,OTROS SERVICIOS POSTALES O DE COMUNICACIÓN,56,cmn,1699
,SERVICIOS DE TELECOMUNICACIÓN MÓVIL,,,
1700,DATA CARD CON PLAN,56,cmn,1700
1701,DATA CARD SIN PLAN,56,cmn,1701
1702,DATOS PARA TABLETA CON PLAN,56,cmn,1702
1703,DATOS PARA TABLETA SIN PLAN,56,cmn,1703
1705,INSTALACION O RECONEXION DE LINEA TELEFONICA CELULAR,56,cmn,1705
1706,INTERNET ROAMING (SOLO INTERNET),56,cmn,1706
1707,ROAMING POSPAGO (INTERNET Y VOZ),56,cmn,1707
1708,SERVICIO TELEFONICO CELULAR POSPAGO CON PLAN,56,cmn,1708
1709,SERVICIO TELEFONICO CELULAR POSPAGO SIN PLAN,56,cmn,1709
1710,PAGO MENSUAL POR USO DE INTERNET CELULAR,56,cmn,1710
1711,SERVICIO TELEF CELULAR POSPAGO CON PLAN (NO INCLUYE TELEFONO),56,cmn,1711
1712,SERVICIO INTERNET Y CABLE (DOBLE PLAY),56,cmn,1712
1713,SERVICIO INTERNET Y TELEFONO (DOBLE PLAY),56,cmn,1713
1714,SERVICIO DE CABLE Y TELEFONO (DOBLE PLAY),56,cmn,1714
1719,OTROS SERVICIOS DE TELECOMUNICACIÓN MÓVIL CON PLAN,56,cmn,1719
1729,OTROS SERVICIOS DE TELECOMUNICACIÓN MÓVIL SIN PLAN,56,cmn,1729
,SERVICIO DOMESTICO,,,
1730,CUIDADO DE NIÑOS (AS) U OTROS MIEMBROS DEL HOGAR,61,ros,1730
1731,EMPLEADA (O) DOMESTICA (O),61,ros,1731
1732,LABORES DE JARDINERIA (JARDINERO),61,ros,1732
1733,"LABORES VARIAS DEL HOGAR (LAVAR, PLANCHAR, COCINAR, LIMPIAR, ETC.)",61,ros,1733
1734,MANEJO DEL VEHÍCULO DEL HOGAR (CHOFER),61,ros,1734
1735,SOLO COCINAR (COCINERA (O)),61,ros,1735
1736,SOLO LAVAR ROPA (LAVANDERA (O)),61,ros,1736
1737,SOLO LIMPIAR,61,ros,1737
1738,SOLO PLANCHAR (PLANCHADOR (A)),61,ros,1738
1739,MANTENIMIENTO DE UN LOTE (NO ALQUILADO),61,ros,1739
1749,OTROS SERVICIOS DOMESTICOS,61,ros,1749
,"SERVICIOS DE TINTORERIA, LAVANDERIA ",,,
1750,LAVADO O LIMPIEZA DE ALFOMBRAS,61,ros,1750
1751,"LAVADO O LIMPIEZA DE TEJIDOS DEL HOGAR (COBIJAS, CORTINAS, MANTELES, SABANAS, ETC.)",61,ros,1751
1752,LAVADO O LIMPIEZA DE PRENDAS DE VESTIR,61,ros,1752
1753,PLANCHADO DE PRENDAS DE VESTIR,61,ros,1753
1754,TINTE DE PRENDAS DE VESTIR,61,ros,1754
1769,OTROS SERVICIOS DE TINTORERÍA PARA EL HOGAR,61,ros,1769
,OTROS SERVICIOS PARA LOS MIEMBROS DEL HOGAR,,,
1770,CUOTA MENSUAL DE MANTENIMIENTO O SERVICIO DEL QUICK PASS (PEAJES),61,ros,1770
1771,ENFERMEROS PARA CUIDADO DE PACIENTES EN EL HOGAR,61,ros,1771
1772,GUARDAESPALDAS,61,ros,1772
1773,PAGO MENSUAL DEL QUICK PASS CON SISTEMA DISTINTO AL PREPAGO,61,ros,1773
1779,OTROS SERVICIOS PARA LOS MIEMBROS DEL HOGAR,61,ros,1779
,SERVICIOS DE CUIDO,,,
1840,ALBERGUE DE ANCIANOS CON ALOJAMIENTO,64,hht,1840
1841,ALBERGUE DE ANCIANOS SIN ALOJAMIENTO,64,hht,1841
1842,ALBERGUE PARA PERSONAS DISCAPACITADAS CON ALOJAMIENTO,64,hht,1842
1843,"ALBERGUES DE RECUPERACIÓN DE ENFERMOS (DROGADICTOS, ALCOHÓLICOS Y OTROS)",64,hht,1843
1844,"CASA CUNA, HOGAR DE RECREO U OTRAS INSTALACIONES PARA EL CUIDADO DE LOS NIÑOS",64,hht,1844
1845,CUIDADO DE NIÑOS EN OTRO HOGAR,64,hht,1845
1846,GUARDERIA Y CENTROS INFANTILES,64,hht,1846
1847,SERVICIOS DE ACOGIDA Y ADOPCIÓN DE NIÑOS,64,hht,1847
1848,TRANSPORTE ESPECIAL PARA EL TRASLADO DE INCAPACITADOS,64,hht,1848
1859,OTROS SERVICIOS DE PROTECCIÓN SOCIAL,64,hht,1859
,SERVICIOS POSTALES Y ENCOMIENDAS,,,
1670,COMPRA DE ESTAMPILLAS,52,otp,1670
1671,ENVIO DE CARTAS Y POSTALES,52,otp,1671
1672,"ENVIÓ DE FAX, TÉLEX Y TELEGRAMAS",52,otp,1672
1673,ENVIO DE PAQUETES O ENCOMIENDAS,52,otp,1673
1677,PAGO POR ACARREO DE MERCADERIA (RECEPCION DE PAQUETES O DOCUMENTOS),52,otp,1677
1679,PAGOS POR AFILIACION A BUZON DE CORREO Y PAQUETERIA,52,otp,1679
,"SERVICIOS RECREATIVOS, DEPORTIVOS Y CULTURALES",,,
1780,"ALQUILER DE EQUIPO GRANDE PARA DEPORTE Y RECREACION (CABALLO, BOTE, ETC.)",61,ros,1780
1781,ASISTENCIA A LA NAVEGACIÓN PARA BOTES,61,ros,1781
1782,CUOTA DEL GIMNASIO,61,ros,1782
1783,ENTRADA A REDONDEL DE TOROS,61,ros,1783
1784,ENTRADA A PARQUE DE DIVERSIONES,61,ros,1784
1785,ENTRADA A CIRCOS,61,ros,1785
1786,ENTRADA A CONCIERTO,61,ros,1786
1787,"ENTRADA A DISCOTECAS, CLUBES NOCTURNOS, BAILES, ESPECTACULOS DE LUZ Y SONIDO Y OTROS",61,ros,1787
1788,ENTRADA A GALERIAS DE ARTE Y EXPOSICIONES,61,ros,1788
1789,"ENTRADA A PARQUES NACIONALES, MUSEOS, RESERVAS BIOLOGICAS, ETC.",61,ros,1789
1790,"ENTRADA A TEATRO, TEATRO DE OPERA",61,ros,1790
1791,"ENTRADA A ZOOLOGICOS Y JARDINES BOTANICOS, ACUARIOS, SERPENTARIOS, Y SIMILARES",61,ros,1791
1792,ENTRADA AL CINE,61,ros,1792
1793,"ENTRADA POR PARTCIPAR EN MARATONES, CARRERAS, CAMINATAS Y TRIATLON",61,ros,1793
1794,INSCRIPCIÓN Y ENTRADA A AJEDREZ,61,ros,1794
1795,INSCRIPCIÓN Y ENTRADA A CARRERAS DE MONTAN BIKE,61,ros,1795
